,positiveCount,NegativeCount,SentencePolarity,AltSentimentCount
398,1,0,1.0,1
399,1,1,-0.016666666666666663,2
400,2,0,0.15000000000000002,0
401,1,1,0.14999999999999997,2
402,1,0,0.375,0
403,0,0,0.0,0
404,1,0,1.0,0
405,0,0,0.0,0
406,0,0,0.0,0
407,1,3,-0.21250000000000002,2
408,0,0,0.0,0
409,1,0,0.3,0
410,2,0,0.31666666666666665,0
411,1,1,-0.15000000000000002,1
412,0,0,0.0,0
413,0,0,0.0,0
414,1,1,0.16944444444444443,1
415,0,0,0.0,0
416,1,0,0.5,0
417,0,1,-0.5,1
418,0,2,-0.225,0
419,0,0,0.0,0
420,2,0,0.875,1
421,1,0,0.35,0
422,0,0,0.0,0
423,1,0,0.2,0
424,3,0,0.4375,0
425,1,0,0.775,0
426,1,1,0.075,1
427,2,0,0.5,1
428,1,0,0.16,0
429,1,1,-0.050000000000000044,2
430,2,0,0.375,0
431,0,0,0.0,0
432,0,0,0.0,0
433,0,0,0.0,0
434,0,0,0.0,0
435,1,0,0.45,0
436,0,0,0.0,0
437,1,0,0.025,0
438,0,0,0.0,0
439,1,0,0.5,0
440,1,2,-0.15999999999999998,1
441,0,0,0.0,0
442,2,0,0.16250000000000003,1
443,2,0,0.12857142857142856,0
444,1,0,0.8,0
445,0,0,0.0,0
446,0,0,0.0,0
447,1,0,0.4,0
448,0,0,0.0,0
449,3,2,0.00416666666666667,3
450,1,0,0.8,1
451,1,0,0.5,0
452,0,0,0.0,0
453,0,1,-0.6,1
454,0,0,0.0,0
455,2,1,-0.0478896103896104,2
456,0,0,0.0,0
457,1,1,0.0,1
458,2,0,0.5,0
459,0,0,0.0,0
460,2,0,0.35000000000000003,0
461,1,0,0.14285714285714285,0
462,1,0,0.31666666666666665,0
463,0,0,0.0,0
464,2,2,0.07499999999999998,4
465,1,0,0.21875,0
466,0,0,0.0,0
467,0,0,0.0,0
468,1,2,-0.0725,1
469,1,0,0.4,1
470,2,0,0.52,0
471,1,0,0.8,0
472,0,0,0.0,0
473,0,0,0.0,0
474,0,0,0.0,0
475,1,0,0.2,0
476,1,0,0.125,0
477,1,1,-0.125,1
478,0,0,0.0,0
479,1,0,0.7,1
480,0,0,0.0,0
481,1,0,0.3,0
482,1,0,0.8,0
483,0,0,0.0,0
484,0,0,0.0,0
485,0,0,0.0,0
486,0,0,0.0,0
487,1,0,0.25,0
488,1,0,1.0,0
489,0,0,0.0,0
490,1,0,0.7,0
491,0,0,0.0,0
492,1,0,0.5,0
493,0,0,-0.125,0
494,0,3,-0.5416666666666666,1
495,0,0,0.0,0
496,0,0,0.0,0
497,0,1,-0.4,0
498,0,0,0.0,0
499,1,0,0.1,1
500,0,0,0.0,0
501,2,0,0.75,0
502,0,0,0.0,0
503,1,0,0.5,0
504,1,0,1.0,0
505,2,0,0.5681818181818181,0
506,1,0,0.625,0
507,1,0,0.2,0
508,1,0,0.35,0
509,1,1,0.0500000000000001,2
510,1,0,0.3333333333333333,0
511,0,0,0.0,0
512,1,0,0.375,0
513,0,0,0.0,0
514,1,0,0.1,0
515,0,0,0.0,0
516,0,0,0.0,0
517,1,0,0.375,0
518,0,1,0.16666666666666669,1
519,1,0,0.6,1
520,1,0,0.5,0
521,0,1,-0.2,1
522,0,0,0.0,0
523,0,0,0.0,0
524,0,0,0.0,0
525,2,0,0.36818181818181817,1
526,0,0,0.0,0
527,1,0,0.7,0
528,1,0,0.16666666666666666,0
529,2,0,0.6,0
530,0,0,0.0,0
531,0,1,-0.78125,1
532,0,0,0.0,0
533,3,0,0.24714285714285716,1
534,1,1,-0.1333333333333333,1
535,0,1,-0.25,0
536,1,0,0.5,1
537,1,0,0.06818181818181818,0
538,4,1,0.1,2
539,0,0,0.0,0
540,0,1,-0.05,1
541,0,0,0.0,0
542,1,0,0.8,1
543,2,1,-0.09999999999999998,2
544,1,0,0.5,0
545,1,0,0.35,0
546,0,0,0.0,0
547,4,0,0.515625,0
548,0,0,0.0,0
549,0,1,-0.4,1
550,1,0,0.5416666666666667,1
551,1,1,-0.3,1
552,0,1,-0.4,0
553,2,0,0.44999999999999996,1
554,0,0,0.0,0
555,2,0,0.3,0
556,1,0,0.4375,0
557,0,0,0.0,0
558,1,0,0.4,0
559,1,0,0.7000000000000001,0
560,4,0,0.34285714285714286,0
561,3,1,0.4291666666666667,2
562,0,0,0.0,0
563,2,0,0.22499999999999998,0
564,1,0,1.0,0
565,1,0,0.2,0
566,1,1,1.0,2
567,2,0,0.19999999999999998,0
568,0,1,-0.2,1
569,0,0,0.0,0
570,1,0,0.1,1
571,0,0,0.0,0
572,0,0,0.25,0
573,4,0,0.34914285714285714,0
574,0,0,0.0,0
575,0,0,0.0,0
576,1,0,0.08333333333333333,0
577,3,0,0.2833333333333333,0
578,1,0,0.55,0
579,1,0,0.3125,0
580,2,0,0.375,0
581,3,0,0.15,0
582,1,0,0.7,0
583,2,0,0.18333333333333335,0
584,0,1,-0.3499999999999999,1
585,1,0,0.2,1
586,0,0,0.0,0
587,2,1,0.4,2
588,0,0,0.0,0
589,2,0,0.8125,0
590,0,0,0.0,0
591,3,0,0.5833333333333334,0
592,2,1,0.25,2
593,2,0,0.55,0
594,0,0,0.0,0
595,2,0,0.3,0
596,0,0,0.0,0
597,0,0,0.0,0
598,0,2,-0.39375,1
599,1,1,-0.09999999999999998,1
600,1,1,0.6000000000000001,2
601,0,0,0.0,0
602,2,0,0.1,0
603,1,0,0.5,0
604,0,0,0.0,0
605,1,1,-0.065,1
606,3,1,0.016666666666666677,3
607,3,0,0.2333333333333333,0
608,1,0,0.5,0
609,0,0,0.0,0
610,1,0,0.6,0
611,1,1,0.18333333333333335,2
612,0,0,0.0,0
613,0,0,0.0,0
614,1,0,0.1,0
615,0,0,0.0,0
616,0,1,-0.390625,1
617,1,0,0.25,1
618,1,0,0.1,0
619,0,0,0.0,0
620,1,0,0.06818181818181818,0
621,2,0,0.5166666666666667,0
622,1,0,0.1,0
623,1,0,0.25,0
624,1,0,0.13636363636363635,0
625,1,0,0.5,0
626,1,0,0.3,0
627,1,1,0.1,1
628,2,0,0.5833333333333334,1
629,0,0,-0.07777777777777779,0
630,1,0,0.25,0
631,1,0,0.9765625,0
632,1,0,0.2,0
633,2,0,0.3333333333333333,0
634,2,1,0.2142857142857143,1
635,0,0,0.0,0
636,0,0,0.0,0
637,3,0,0.45,1
638,2,0,0.5681818181818181,0
639,0,1,-0.4,1
640,1,0,-0.01666666666666668,1
641,1,0,0.25,0
642,3,0,0.4388888888888889,0
643,0,0,0.0,0
644,0,0,0.0,0
645,3,0,0.18888888888888888,0
646,3,0,0.3452380952380952,0
647,0,0,0.0,0
648,0,0,0.0,0
649,0,0,0.0,0
650,0,0,0.0,0
651,1,0,0.16666666666666666,0
652,0,0,0.0,0
653,4,0,0.42500000000000004,0
654,0,2,-0.4999999999999999,1
655,0,0,0.0,0
656,0,1,-0.5,0
657,1,0,0.1875,1
658,0,0,0.0,0
659,0,1,-0.3125,1
660,0,0,0.0,0
661,0,0,0.0,0
662,1,0,0.5,1
663,0,1,-0.1,1
664,1,0,0.8,1
665,0,0,0.0,0
666,0,0,-0.15625,0
667,1,1,-0.04999999999999999,2
668,1,0,0.1,0
669,0,0,0.0,0
670,1,1,0.15,2
671,1,0,0.8,0
672,1,0,0.05555555555555555,0
673,2,1,-0.22499999999999992,2
674,0,1,-0.3888888888888889,1
675,1,0,0.46875,1
676,1,1,-0.056249999999999994,2
677,1,0,0.6625,0
678,1,0,0.5,0
679,0,0,0.0,0
680,0,0,0.0,0
681,1,0,1.0,0
682,1,1,0.0,1
683,2,0,0.5078125,1
684,2,0,0.3181818181818182,0
685,1,0,0.8,0
686,2,0,0.4,0
687,1,1,0.1,2
688,2,0,0.325,0
689,0,0,0.0,0
690,1,1,-0.15000000000000002,1
691,0,1,-0.5,0
692,0,0,0.0,0
693,1,0,0.2,1
694,0,0,0.0,0
695,1,0,0.75,0
696,0,0,0.0,0
697,0,0,0.0,0
698,0,0,-0.07777777777777779,0
699,1,0,0.375,0
700,1,2,-0.0725,1
701,1,0,0.5,1
702,1,0,0.1,0
703,0,1,-1.0,1
704,1,3,-0.15000000000000002,1
705,2,0,0.75,0
706,0,0,0.0,0
707,1,0,1.0,0
708,3,1,0.22222222222222224,1
709,1,0,0.5,1
710,0,0,0.0,0
711,1,0,0.625,0
712,3,0,0.5166666666666667,0
713,1,1,0.2,2
714,2,0,0.36818181818181817,0
715,0,0,0.0,0
716,1,0,0.1,0
717,1,1,-0.04999999999999999,2
718,2,0,0.25,0
719,1,1,0.20416666666666664,1
720,0,1,-0.4625,0
721,2,0,0.6666666666666666,1
722,0,0,0.5,0
723,0,0,0.0,0
724,1,0,0.78125,0
725,0,0,0.0,0
726,2,1,0.016666666666666673,2
727,2,2,4.4408920985006264e-17,3
728,0,0,0.0,0
729,0,0,0.0,0
730,0,0,0.0,0
731,1,0,0.625,1
732,2,1,0.056249999999999994,2
733,3,0,0.2916666666666667,0
734,2,0,0.525,0
735,0,1,-0.25,1
736,0,0,0.3125,0
737,1,0,0.037500000000000006,1
738,2,0,0.75,0
739,2,1,0.10416666666666667,2
740,1,0,-0.053125,0
741,1,0,0.8,0
742,2,0,0.24545454545454545,0
743,1,0,0.7,0
744,2,1,-0.20476190476190478,2
745,1,0,0.3,0
746,0,0,0.0,0
747,1,0,0.21428571428571427,0
748,0,0,0.0,0
749,1,0,0.5,0
750,0,0,0.0,0
751,1,0,0.10000000000000002,0
752,1,0,0.4,0
753,1,1,-0.04444444444444443,1
754,0,0,0.0,0
755,1,0,0.7,1
756,3,0,0.375,0
757,1,1,-0.175,2
758,1,0,0.25,0
759,2,0,0.45,0
760,3,0,0.6631944444444444,0
761,0,0,0.0,0
762,1,0,0.85,0
763,0,0,0.0,0
764,3,2,0.125,3
765,0,0,0.0,0
766,1,1,0.15,2
767,2,0,0.3499999999999999,1
768,2,0,0.35,0
769,1,1,-0.19999999999999998,1
770,0,0,0.0,0
771,1,1,-0.06666666666666665,2
772,2,0,0.3333333333333333,1
773,1,0,0.25,0
774,1,0,0.1875,0
775,1,0,0.4,0
776,0,1,-0.5,1
777,0,0,0.0,0
778,1,0,0.2857142857142857,1
779,1,0,0.08,0
780,1,0,0.2,0
781,3,0,0.625,0
782,4,0,0.1625,0
783,2,0,0.4681818181818182,0
784,0,0,0.0,0
785,0,0,0.0,0
786,1,0,1.0,0
787,1,2,-0.10000000000000002,2
788,2,1,0.16666666666666666,1
789,0,0,0.0,0
790,1,0,0.625,1
791,0,0,0.0,0
792,0,1,-0.8,1
793,1,0,0.3,1
794,1,0,1.0,0
795,1,1,0.0625,1
796,1,1,-0.10714285714285715,1
797,1,0,1.0,0
798,3,0,0.2375,0
799,0,0,0.0,0
800,0,0,0.0,0
801,1,0,0.5,0
802,2,0,0.890625,0
803,1,0,0.4,0
804,1,5,-0.5239583333333332,1
805,1,0,0.2,1
806,1,0,0.6,0
807,0,1,-0.125,1
808,0,0,0.0,0
809,2,1,0.06666666666666667,3
810,1,0,0.5,0
811,2,0,0.6875,0
812,0,0,0.0,0
813,0,1,-0.1,1
814,2,2,-0.0785714285714286,1
815,1,1,0.34375,1
816,0,2,-0.35,0
817,2,0,0.35000000000000003,1
818,0,0,0.0,0
819,0,0,0.0,0
820,0,0,0.0,0
821,1,1,0.18828125,2
822,1,1,-0.14999999999999997,1
823,0,0,0.0,0
824,1,0,0.1,1
825,0,0,0.0,0
826,2,0,0.5972222222222222,0
827,0,0,0.0,0
828,1,0,0.4,0
829,0,0,0.0,0
830,0,1,-0.1,1
831,2,0,0.425,1
832,2,0,0.37878787878787873,0
833,2,0,0.425,0
834,1,0,0.8,0
835,1,0,0.9,0
836,0,0,0.0,0
837,1,0,-0.1,0
838,3,0,0.2833333333333333,0
839,0,0,0.0,0
840,0,1,-0.4,1
841,1,0,0.125,1
842,0,1,-0.1,1
843,2,0,0.5,1
844,0,1,-0.0625,1
845,0,0,0.0,0
846,0,0,0.0,0
847,1,0,1.0,1
848,0,0,0.0,0
849,2,0,1.0,0
850,1,1,0.4055555555555556,2
851,0,0,0.0,0
852,2,0,0.7,0
853,1,0,0.15625,0
854,1,0,0.2,0
855,2,0,0.45,0
856,0,0,0.0,0
857,0,0,0.0,0
858,0,2,-0.65625,1
859,1,0,0.041666666666666664,1
860,1,0,0.375,0
861,0,0,0.0,0
862,1,1,-0.15,2
863,0,0,0.0,0
864,2,0,0.45,0
865,0,0,0.0,0
866,1,0,0.2,0
867,1,0,0.037500000000000006,0
868,1,0,0.8,0
869,3,0,0.2215909090909091,0
870,0,0,0.0,0
871,1,1,0.09999999999999998,2
872,0,0,0.0,0
873,0,1,-1.0,1
874,0,0,0.0,0
875,1,1,0.4,1
876,0,0,-0.125,0
877,0,0,0.0,0
878,1,0,0.5,0
879,1,0,0.13392857142857142,0
880,0,0,0.0,0
881,3,1,0.18666666666666665,2
882,1,1,-0.15000000000000002,1
883,0,0,0.0,0
884,0,0,0.0,0
885,2,0,0.3,1
886,1,0,0.8,0
887,1,1,0.11875,2
888,3,0,0.25,0
889,1,1,-0.33181818181818185,2
890,2,0,0.425,0
891,0,1,-0.03333333333333333,1
892,1,0,0.6000000000000001,1
893,0,2,-0.11666666666666665,1
894,0,0,0.0,0
895,0,0,0.0,0
896,0,0,0.0,0
897,2,0,0.35,1
898,0,1,-0.3333333333333333,1
899,0,0,0.0,0
900,2,0,0.31212121212121213,1
901,2,0,0.26666666666666666,0
902,0,0,0.0,0
903,1,0,-0.375,0
904,6,1,0.22424242424242422,2
905,0,1,-0.20833333333333331,1
906,1,0,0.6,1
907,2,1,0.16666666666666666,1
908,1,0,0.375,1
909,1,0,0.5,0
910,1,1,-0.08333333333333334,2
911,1,1,-0.24999999999999992,2
912,1,0,0.5,0
913,1,0,0.3125,0
914,3,0,0.32142857142857145,0
915,0,0,0.0,0
916,0,1,-0.3333333333333333,1
917,0,0,0.0,0
918,0,0,0.0,0
919,0,1,-0.1,0
920,1,0,0.06666666666666667,1
921,0,0,0.0,0
922,0,0,0.0,0
923,0,0,0.0,0
924,1,0,0.7,0
925,3,0,0.06026936026936026,0
926,2,2,5.551115123125783e-17,3
927,2,0,0.35,1
928,1,0,0.625,0
929,0,0,0.0,0
930,0,0,0.0,0
931,0,1,-0.5,1
932,1,0,0.3,1
933,0,0,0.0,0
934,4,0,0.3444444444444444,0
935,1,0,0.2,0
936,0,2,-0.2638888888888889,1
937,2,0,0.65,1
938,1,1,0.11785714285714285,2
939,0,0,0.0,0
940,1,1,0.125,1
941,2,1,-0.033333333333333326,2
942,0,0,0.0,0
943,1,0,1.0,1
944,1,0,0.45,0
945,0,0,0.0,0
946,0,0,0.0,0
947,1,0,0.39999999999999997,0
948,1,0,0.2,0
949,0,1,-0.5,1
950,2,0,0.5,1
951,0,1,-0.23076923076923078,1
952,1,1,-0.025000000000000022,1
953,0,0,0.0,0
954,1,1,0.25,1
955,0,0,0.0,0
956,0,0,0.0,0
957,2,0,0.2681818181818182,1
958,0,0,0.0,0
959,0,0,0.0,0
960,0,0,0.0,0
961,1,1,0.275,2
962,0,0,0.0,0
963,0,0,-0.15625,0
964,0,1,-0.3333333333333333,1
965,0,0,0.0,0
966,1,0,0.5,1
967,3,1,0.375,2
968,1,1,-0.03181818181818183,2
969,0,1,-0.8,1
970,1,0,0.05,1
971,1,0,0.7,0
972,0,0,0.0,0
973,0,0,0.5,0
974,1,1,0.15,1
975,2,2,-0.22499999999999998,2
976,1,1,0.3055555555555556,1
977,1,2,-0.68125,3
978,1,0,0.8,1
979,1,1,0.06666666666666667,1
980,0,0,0.0,0
981,1,0,0.6,1
982,1,0,0.3571428571428571,0
983,1,0,0.1,0
984,0,0,0.0,0
985,1,0,0.16,0
986,3,0,0.16893939393939394,0
987,0,0,0.0,0
988,1,0,0.625,0
989,2,1,0.05238095238095242,1
990,1,1,-0.375,2
991,0,0,0.0,0
992,1,0,0.14285714285714285,1
993,1,0,0.0175,0
994,0,0,0.0,0
995,0,1,-0.5,1
996,0,0,0.0,0
997,2,0,0.7,1
998,1,0,0.1,0
999,0,0,0.0,0
1000,0,1,-0.2,1
1001,0,0,0.0,0
1002,0,0,0.5,0
1003,1,1,0.16666666666666666,2
1004,2,0,0.2333333333333333,1
1005,1,0,0.2333333333333333,0
1006,1,2,0.059999999999999984,1
1007,2,1,0.25625,1
1008,0,0,0.0,0
1009,0,0,0.5,0
1010,1,1,0.024999999999999994,2
1011,3,0,0.3,0
1012,2,1,0.16666666666666666,1
1013,1,0,0.17222222222222222,1
1014,2,1,-0.07976190476190477,1
1015,0,0,0.0,0
1016,3,0,0.5,1
1017,1,1,0.3,2
1018,2,1,0.0619047619047619,1
1019,0,0,0.0,0
1020,1,2,-0.05000000000000001,1
1021,0,0,0.0,0
1022,1,0,0.15625,0
1023,1,1,0.037500000000000006,2
1024,0,0,0.0,0
1025,1,0,0.5,0
1026,0,1,-0.3125,1
1027,1,1,0.0148148148148148,1
1028,1,0,0.3,0
1029,0,0,0.0,0
1030,0,1,-0.4625,1
1031,1,0,0.2,1
1032,0,0,0.0,0
